"conta","texto","url","data"
"BolsonaroSP","Ficou no passado quem acha que no Oriente Médio o inimigo é Israel. Na verdade, o país mais mal quisto do local é o Irã que dá grande suporte a grupos terroristas e causa caos na região - não é a toa que está sob sanções. Cada vez mais Israel é visto como um país amigo lá. https://twitter.com/jairbolsonaro/status/1115185430901788672","https://twitter.com/BolsonaroSP/status/1115212692971769856","2019-04-08 07:20:00 EDT"
"BolsonaroSP","Todos já conhecem o @Datafolha 😂 https://t.co/b7xG9ah9jZ","https://twitter.com/BolsonaroSP/status/1115212252494422016","2019-04-08 07:18:15 EDT"
"rsallesmma","Estamos tentando converter a multa da VALE de R$ 250 milhões em investimentos em sete Parques Nacionais em MG, para infra-estrutura, trilhas, atividades e serviços que as tornem mais atrativas para o ecoturismo através de concessão futura. https://t.co/EdwKQCODax","https://twitter.com/rsallesmma/status/1115204572967051266","2019-04-08 06:47:44 EDT"
"Astro_Pontes","Caros amigos, No dia 28 de Março participei de uma audiência no Senado, onde tive a oportunidade de apresentar aos parlamentares o Acordo de Salvaguardas Tecnológicas (AST) assinado pelo… https://www.instagram.com/p/Bv_ca6gnZJs/?utm_source=ig_twitter_share&igshid=78ahh5mnnayb","https://twitter.com/Astro_Pontes/status/1115200690186477569","2019-04-08 06:32:18 EDT"
"CarlosBolsonaro","O apoiador do PT, o chupão na barriga que é mestre em culpar os outros pelo desastre de quem sempre apoiou, e mirando homem que está invertendo o jogo. Mais empregos em janeiro e recorde em fevereiro. Quem tem varinha mágica é só o Potter, esse ai já engoliu a dele faz tempo! https://twitter.com/ruirapina/status/1115168538787045376","https://twitter.com/CarlosBolsonaro/status/1115193915907477504","2019-04-08 06:05:23 EDT"
"CarlosBolsonaro","Até quando vão cair na narrariva destes espertalhões? Imobilizaram uma mulher que queria matar alguém com algo parecido com a faca que o ex-integrante do PSOL tentou assassinar Bolsonaro... é sempre tudo montadinho! https://twitter.com/marcknho/status/1115039701398847488","https://twitter.com/CarlosBolsonaro/status/1115192366409891841","2019-04-08 05:59:14 EDT"
"jairbolsonaro","A necessidade de países - mesmo que não ligados ideologicamente - de importar produtos baratos para controlar seus níveis de inflação, desfaz a narrativa de caos criada propositalmente por grande parte da mídia para tentar desestabilizar o governo que não lhe “agrada”.","https://twitter.com/jairbolsonaro/status/1115185528369029120","2019-04-08 05:32:03 EDT"
"jairbolsonaro","O alinhamento do Governo Bolsonaro com Israel teve algum impacto sobre as exportações com os árabés? o faturamento dos exportadores para o período foi o maior da história: R$ 2,3bilhões. http://youtu.be/1O2ivSO1j_Y","https://twitter.com/jairbolsonaro/status/1115185430901788672","2019-04-08 05:31:40 EDT"
"OsmarTerra","Mesmo quem diverge do Presidente Bolsonaro,tem de admitir que só ele teve a coragem de colocar um Paulo Guedes na Economia e um Sergio Moro na Justiça. Com carta branca para agir! Isso é muito maior e importante para o Brasil que qualquer outra discussão.Não tem preço..!","https://twitter.com/OsmarTerra/status/1115089173260787717","2019-04-07 23:09:10 EDT"
"BolsonaroSP","Olha quem declarou apoio ao Lula falando em ""um ano de injustiça""... https://twitter.com/nicolasmaduro/status/1115007015695339521","https://twitter.com/BolsonaroSP/status/1115038782754119681","2019-04-07 19:48:56 EDT"
"BolsonaroSP","Por pouco não perdemos parte da nossa história! Repare tb no pioneirismo de Olavo, uma voz quase solitária no passado e que hoje colhe credibilidade. Assim como a esquerda quer reescrever o passado ela quer destruir a reputação de @opropriolavo *1964: http://www.brasilparalelo.com.br https://t.co/xFavM71vhM","https://twitter.com/BolsonaroSP/status/1115038648926449666","2019-04-07 19:48:24 EDT"
"jairbolsonaro","👍🏻 https://twitter.com/tarcisiogdf/status/1114907589140258816","https://twitter.com/jairbolsonaro/status/1115008829941534731","2019-04-07 17:49:55 EDT"
"BolsonaroSP","Quem se lembra? *Instagram: bolsonaroSP https://t.co/Ral7oAAOSp","https://twitter.com/BolsonaroSP/status/1115004430942969857","2019-04-07 17:32:26 EDT"
"CarlosBolsonaro","Como ser sincero e humilde e como uma mídia suja explora de forma negativa e sorrateira uma colocação que na verdade demonstra totalmente o contrário, expondo o jogo sujo que fazem 24h por dia com o presidente que não lhes dá o que querem. Assista e tire suas conclusões: https://t.co/TxqbCBuPBx","https://twitter.com/CarlosBolsonaro/status/1114987169230336000","2019-04-07 16:23:51 EDT"
"GeneralMourao","Hoje, na Brazil Conference At Harvard & MIT (Massachussetts Institute of Technology), em Boston-EUA, fiz a Conferência Magistral do Painel +Diálogo: os 100 primeiros dias. Destaquei as prioridades do governo @jairbolsonaro e tive oportunidade de responder perguntas de estudantes. https://t.co/rK4iUi1Mmv","https://twitter.com/GeneralMourao/status/1114982861185089536","2019-04-07 16:06:44 EDT"
"jairbolsonaro","Depois de o Datafolha publicar que ""Lula e Dilma são mais inteligentes do que Bolsonaro"", um pouco de como o povo me trata: https://t.co/aOfzHM4PHR","https://twitter.com/jairbolsonaro/status/1114972042330292225","2019-04-07 15:23:44 EDT"
"BolsonaroSP","Acredite, há algumas pessoas que pensam mais no poder do que no Brasil. #novaprevidencia #1tri https://t.co/V3iN5Eo40U","https://twitter.com/BolsonaroSP/status/1114960385826861058","2019-04-07 14:37:25 EDT"
"DamaresAlves","Por que o ministério de Damares é o mais inovador do governo Bolsonaro – e merece mais atenção https://www.semprefamilia.com.br/blog-da-vida/por-que-o-ministerio-de-damares-e-o-mais-inovador-do-governo-bolsonaro-e-merece-mais-atencao/","https://twitter.com/DamaresAlves/status/1114947754193825793","2019-04-07 13:47:13 EDT"
"CarlosBolsonaro","Professor, o brasileiro está atento e sabe filtrar e tirar de bom qualquer mensagem que venha do senhor e que tentam a todo custo desmerece-la! Somos gratos e sempre atentos às suas palavras desde muito antes de eleições! Um forte abraço! https://twitter.com/opropriolavo/status/1114895361582215169","https://twitter.com/CarlosBolsonaro/status/1114917708045398017","2019-04-07 11:47:50 EDT"
"BolsonaroSP","Deslisou o dedo no teclado sem querer e pronto! Apareceu na tela os dados do Jair Bolsonaro. Mas foi só coinSSIdênsia tá... 😉👍 https://twitter.com/renovamidia/status/1114905868020142081","https://twitter.com/BolsonaroSP/status/1114911983269228544","2019-04-07 11:25:05 EDT"
"BolsonaroSP","Meu Deus!!! 😂😂😂😂😂😂 https://t.co/i4DeFvQl3x","https://twitter.com/BolsonaroSP/status/1114911255691710470","2019-04-07 11:22:12 EDT"
"jairbolsonaro","Kkkkkkkk https://t.co/sVv5vNGdvu","https://twitter.com/jairbolsonaro/status/1114908335529132033","2019-04-07 11:10:35 EDT"
"tarcisiogdf","Aviação civil já cresce acima de 6% comparada a 2018. Nos principais aeroportos, chegamos a níveis de 2011, auge do setor. Somos 5o mercado mundial, com potencial para 3o. Precisamos consolidar abertura de capital estrangeiro nas cias pra assegurar competição e equilibrar tarifas","https://twitter.com/tarcisiogdf/status/1114907589140258816","2019-04-07 11:07:37 EDT"
"BolsonaroSP","Se perguntar o que é fascista aí ninguém sabe. https://twitter.com/brasil_paralelo/status/1114897566217527302","https://twitter.com/BolsonaroSP/status/1114898858532900864","2019-04-07 10:32:56 EDT"
"BolsonaroSP","Em Primavera do Leste-MT conheci como uma cidade cresce e se torna pujante graças ao trabalho dos agricultores. A missão do governo é não atrapalhar o que está dando certo e melhorar a infraestrutura para escoamento dos produtos. https://t.co/H3ZlY27ItU","https://twitter.com/BolsonaroSP/status/1114898821761388545","2019-04-07 10:32:47 EDT"
"jairbolsonaro","O @mdregional_br trabalha para o desenvolvimento sustentável na produção do cacau no Pará e na Bahia. Veja iniciativas interessantes junto de universidades e setores que desenvolvem trabalho nesta área. Analise as interessantes iniciativas e tire suas conclusões: https://t.co/2692ulRJ36","https://twitter.com/jairbolsonaro/status/1114889965941477376","2019-04-07 09:57:36 EDT"
"SF_Moro","Objetivo, melhorar a lei para permitir que agentes policiais brasileiros possam atuar de maneira disfarçada e revelar grandes esquemas de venda de drogas, armas ou de lavagem de dinheiro e que o criminoso assim descoberto vá para a prisão.","https://twitter.com/SF_Moro/status/1114884819861823493","2019-04-07 09:37:09 EDT"
"SF_Moro","Paralelamente, investiremos em treinamento e capacitação de nossos agentes. Alerta, o objetivo é revelar esquemas criminoso pré-existentes e expor organizações criminosas, uma armadilha para o criminoso incauto. Funciona lá fora, vai funcionar aqui.","https://twitter.com/SF_Moro/status/1114884821044596736","2019-04-07 09:37:09 EDT"
"SF_Moro","E que a participação de um policial disfarçado em uma operação de lavagem não exclui o crime.","https://twitter.com/SF_Moro/status/1114884817601073154","2019-04-07 09:37:08 EDT"
"SF_Moro","No projeto de lei, deixamos claro que vender ou entregar drogas ou armas para um policial disfarçado é um crime e não algo impossível, como alguns entendem com base na legislação ultrapassada.","https://twitter.com/SF_Moro/status/1114884815994654721","2019-04-07 09:37:08 EDT"
"SF_Moro","Pois bem, precisamos deixar a lei brasileira mais clara para que agentes policiais no Brasil possam fazer o mesmo.","https://twitter.com/SF_Moro/status/1114884814946086912","2019-04-07 09:37:08 EDT"
"SF_Moro","Projeto de lei anticrime. Medidas simples e eficazes contra o crime. Já assistiu aqueles filmes norte-americanos com agentes policiais disfarçados infiltrando-se em gangues de criminosos, traficantes ou corruptos? Como Donnie Brasco ou The Infiltrator e que retratam casos reais.","https://twitter.com/SF_Moro/status/1114882943586119682","2019-04-07 09:29:41 EDT"
"SF_Moro","Ontem, fiquei devendo o vídeo integral sobre as dez mensagens da campanha ""Faça a coisa certa, sempre"". Pode ser visto em https://bit.ly/2uOffll","https://twitter.com/SF_Moro/status/1114880903677992960","2019-04-07 09:21:35 EDT"
"rsallesmma","Qualidade ambiental urbana: temos que resolver problemas de reciclagem e destinação de lixo, saneamento e qualidade do ar, dentre outros! https://twitter.com/jairbolsonaro/status/1114709377720705024","https://twitter.com/rsallesmma/status/1114878689974607872","2019-04-07 09:12:47 EDT"
"ernestofaraujo","Grandes manifestações anti-Maduro: povo venezuelano não se intimida e seguirá rumo à democracia liderado por Guaidó. Brasil tampouco se intimida e atuará c/ parceiros democráticos pelo fim do regime criminoso. Venezuela não será cabeça-de-ponte do totalitarismo na América do Sul. https://t.co/hWW6vvrTmF","https://twitter.com/ernestofaraujo/status/1114873777513484289","2019-04-07 08:53:16 EDT"
"jairbolsonaro","O @mdregional_br trabalha para o desenvolvimento sustentável na produção do cacau no Pará e na Bahia. Veja iniciativas interessante junto de universidades e grupos interessados que desenvolvem trabalho neste setor. Analise as interessantes iniciativas e tire suas conclusões: https://t.co/WVpxFrRQf2","https://twitter.com/jairbolsonaro/status/1114843113326022656","2019-04-07 06:51:25 EDT"
"jairbolsonaro","O @mdregional_br trabalha para o desenvolvimento sustentável na produção do cacau no Pará e na Bahia. Veja iniciativas interessante junto de universidades e grupos interessados que desenvolvem trabalho neste setor. Analise os interessantes iniciativas e tire suas conclusões: https://t.co/4hS9DCqj5G","https://twitter.com/jairbolsonaro/status/1114843037803393024","2019-04-07 06:51:07 EDT"
"GeneralMourao","Foi uma alegria encontrar os estudantes brasileiros na Universidade de Harvard e os bolsistas brasileiros patrocinados pela Fundação Lemann, pesquisadores de diversas áreas importantes para o desenvolvimento do Brasil. https://t.co/w7h7RgLjSV","https://twitter.com/GeneralMourao/status/1114719041036398593","2019-04-06 22:38:24 EDT"
"jairbolsonaro","A proposta da Indústria do cimento para a redução da emissão de carbono em quase 35% é discutida em Brasília. O ministro do @mmeioambiente , Ricardo Salles, participou do evento e defendeu a qualidade ambiental urbana no país. @TVNBR https://t.co/4uIl6SNWOE","https://twitter.com/jairbolsonaro/status/1114709377720705024","2019-04-06 22:00:00 EDT"
"GeneralMourao","A viagem a Boston e Washington é fundamental para dar prosseguimento aos esforços de informar às comunidades americana e internacional das ações do @governodobrasil ""To show the flag..."" https://t.co/QfIvpBXL6k","https://twitter.com/GeneralMourao/status/1114686828613967873","2019-04-06 20:30:24 EDT"
"CarlosBolsonaro","A região sudeste a qual faço parte agradece. Qalquer movimento em prol do cuidado dos verdadeiros humanos direitos será agradecido por todos os brasileiros. Ass: Carlos Bolsonaro (Vereador e vive Presidente da Comissão dos Direitos Humanos da cidade do Rio de Janeiro) https://twitter.com/jairbolsonaro/status/1114539189771624449","https://twitter.com/CarlosBolsonaro/status/1114677310349807617","2019-04-06 19:52:35 EDT"
"jairbolsonaro","Socialismo é para uma minoria de espertos viverem às custas do trabalho dos outros. De Cuba um brasileiro desafia os críticos do capitalismo a viverem com U$ 30 por mês. http://youtu.be/Tk3VBRq4hQg","https://twitter.com/jairbolsonaro/status/1114665895685701632","2019-04-06 19:07:13 EDT"
"BolsonaroSP","Ano passado fui com Dep. Nicoletti (PSL-RR) e Direita Roraima na fronteira com a Venezuela. A história é sempre a mesma: não há mais cachorros de rua para se comer... https://t.co/emgix5MF22","https://twitter.com/BolsonaroSP/status/1114660076252487680","2019-04-06 18:44:06 EDT"
"BolsonaroSP","Sequestro é visto como instrumento político da narcoditadura de @NicolasMaduro . E tem gente que ainda acha que dá para ter eleições livres com esse tipo de gente no poder... 🤦‍♂️ https://twitter.com/pr1merojusticia/status/1114567767368306688","https://twitter.com/BolsonaroSP/status/1114649201051361281","2019-04-06 18:00:53 EDT"
"BolsonaroSP","As expressões homofobia e gordofobia foram criadas não p/ defender um grupo de pessoas e sim p/ que pudessem rotular opositores políticos. Toda vez q a sociedade é segmentada no momento seguinte surge um político dizendo defendê-los. N se debatem ideias. Resultado: polarização!","https://twitter.com/BolsonaroSP/status/1114648623357341697","2019-04-06 17:58:35 EDT"
"jairbolsonaro","- O Colégio Militar de São Paulo começa a sair do papel. - Exército, Marinha, Aeronáutica e empresários de São Paulo, juntos na construção do CMSP. https://t.co/TvO790g75d","https://twitter.com/jairbolsonaro/status/1114614551834779648","2019-04-06 15:43:12 EDT"
"SF_Moro","Parabéns aos agentes da PRF. Tirar a droga de circulação reduz o poder do crime organizado e protege nossa juventude. Congratulação especial merece a K9 Stella. Animais fantásticos. https://twitter.com/PRFBrasil/status/1114574090130608128","https://twitter.com/SF_Moro/status/1114609073805320192","2019-04-06 15:21:26 EDT"
"BolsonaroSP","E assim vão devassando nossas vidas ilegalmente, vazam propositalmente para a imprensa e aí a narrativa já está pronta. Sabíamos que seria assim, mas é preciso fazer esses maus funcionários sentirem o peso da lei! Ninguém está acima e nem abaixo da lei. https://twitter.com/jairbolsonaro/status/1114312952839135232","https://twitter.com/BolsonaroSP/status/1114596287134011399","2019-04-06 14:30:37 EDT"
"BolsonaroSP","O caçador é o único predador dos java-porcos. O tema passa longe de ser maldade com os animais, é um tema de controle. Via @rsallesmma Os javalis e java-porcos são animais exóticos,foram indevidamente introduzidos aqui, destroem nascentes, atacam pessoas e transmitem doenças. https://t.co/PfFKvRnG5S","https://twitter.com/BolsonaroSP/status/1114570754090262529","2019-04-06 12:49:10 EDT"
"jairbolsonaro","17 Conselhos da Pessoa Idosa receberam reforço para o trabalho. Kits com computadores, impressora e carro foram entregues aos municípios pelo Ministério da Mulher, da Família e dos Direitos Humanos nas regiões Norte, Nordeste, Sul e Sudeste. Mais faremos sempre! @DamaresAlves https://t.co/83JgVVOq72","https://twitter.com/jairbolsonaro/status/1114539189771624449","2019-04-06 10:43:44 EDT"
"rsallesmma","Os javalis e java-porcos são animais exóticos, que foram indevidamente introduzidos e soltos, se proliferam sem controle e não possuem predador natural. Destroem nascentes, atacam pessoas e animais e ainda transmitem doenças como febre maculosa. Precisam ser manejados (caçados).","https://twitter.com/rsallesmma/status/1114534021416062977","2019-04-06 10:23:12 EDT"
"rsallesmma","https://t.co/iAEl82Kjvq","https://twitter.com/rsallesmma/status/1114529716675993600","2019-04-06 10:06:06 EDT"
"tarcisiogdf","Mais uma equipe do @DNIToficial de parabéns pela prontidão no atendimento emergencial. Bom trabalho do DNIT/MA. https://twitter.com/DNIToficial/status/1114340492592996354","https://twitter.com/tarcisiogdf/status/1114520119164776449","2019-04-06 09:27:57 EDT"
"BolsonaroSP",". @lcoutinho","https://twitter.com/BolsonaroSP/status/1114515030530195457","2019-04-06 09:07:44 EDT"
"BolsonaroSP","Nossa! Que surpresa! Lula e Dilma emprestaram R$ 14bi para Venezuela, Cuba e Moçambique e agora eles não vão nos pagar. Ou melhor, sabem que vai pagar? O FAT (fundo de amparo ao trabalhador). E tem gente que ainda acredita que o PT defende os pobres e trabalhadores...🤦‍♂️ https://twitter.com/srtalawyerbr17/status/1114302020595400704","https://twitter.com/BolsonaroSP/status/1114511864971636739","2019-04-06 08:55:09 EDT"
"BolsonaroSP","TERRORISMO, VENEZUELA E LEI DE IMIGRAÇÃO BRASILEIRA DE 2018. Começamos a colher os frutos da lei de imigração do Sen. Aloysio Nunes (PSDB-SP) e relatoria do Dep. Orlando Silva (PCdoB-SP) na Câmara aprovada ano passado. https://t.co/TPBgaFFc3B","https://twitter.com/BolsonaroSP/status/1114510927787954176","2019-04-06 08:51:26 EDT"
"SF_Moro","10 - Participe da gestão do Ministério. A Ouvidoria é o nosso canal.","https://twitter.com/SF_Moro/status/1114507604028481536","2019-04-06 08:38:14 EDT"
"SF_Moro","9 - A sociedade quer ação do agente público, nunca acomodação.","https://twitter.com/SF_Moro/status/1114507469861076992","2019-04-06 08:37:42 EDT"
"SF_Moro","8 - Se tiver que escolher entre o fácil e o certo, opte pelo certo.","https://twitter.com/SF_Moro/status/1114507374243516416","2019-04-06 08:37:19 EDT"
"BolsonaroSP","Bacana as palavras de Amado Batista para o Presidente. Certamente são os votos de muitos brasileiros também 👏 *Via @planalto https://t.co/Wfwpr2HSzO","https://twitter.com/BolsonaroSP/status/1114507246178832384","2019-04-06 08:36:48 EDT"
"SF_Moro","7 - Nós não devemos receber presentes ou qualquer outra vantagem pessoal.","https://twitter.com/SF_Moro/status/1114507217368223744","2019-04-06 08:36:41 EDT"
"SF_Moro","6 - O interesse público deve sempre prevalecer.","https://twitter.com/SF_Moro/status/1114507073772052481","2019-04-06 08:36:07 EDT"
"SF_Moro","5 - Respeite o colega de trabalho. Trate todos com urbanidade.","https://twitter.com/SF_Moro/status/1114506927843753984","2019-04-06 08:35:32 EDT"
"SF_Moro","4 - O Poder público não é um negócio de família.","https://twitter.com/SF_Moro/status/1114506790891290626","2019-04-06 08:35:00 EDT"
"SF_Moro","3 - A transparência é a nossa regra, sigilo é exceção.","https://twitter.com/SF_Moro/status/1114506667570401280","2019-04-06 08:34:30 EDT"
"SF_Moro","2- O combate à impunidade é nosso dever.","https://twitter.com/SF_Moro/status/1114506510598574081","2019-04-06 08:33:53 EDT"
"SF_Moro","As dez mensangens: 1 - Todos somos responsáveis pela integridade, reputação e imagem do Ministério.","https://twitter.com/SF_Moro/status/1114506302041088000","2019-04-06 08:33:03 EDT"
"SF_Moro","As 10 mensagens: 1 - Todos nós somos responsáveis pela integridade, reputação e imagem do Ministério.","https://twitter.com/SF_Moro/status/1114506119576268800","2019-04-06 08:32:20 EDT"
"SF_Moro","Uma iniciativa (a campanha) simples mas da qual eu e os demais responsáveis nos orgulhamos.","https://twitter.com/SF_Moro/status/1114500610878058496","2019-04-06 08:10:26 EDT"
"SF_Moro","Lançamos a campanha com uma palestra do Leandro Karnal (muito brilhante) e do Deputado Marcelo Calero, esta para ele relatar aquele episódio no Governo anterior e no qual preferiu se demitir do que atender solicitação ilegal de colega Ministro.","https://twitter.com/SF_Moro/status/1114499920231317504","2019-04-06 08:07:42 EDT"
"SF_Moro","https://t.co/9BcRRkZ2yM","https://twitter.com/SF_Moro/status/1114498923836710912","2019-04-06 08:03:44 EDT"
"CarlosBolsonaro","Nova Previdência: Forças Policiais e Militares merecem atenção na aposentadoria? Assista a explicação do técnico especialista, Arthur Weintraub sobre o assunto exposto, e tire suas conclusões. http://youtu.be/82cOghf4qNE","https://twitter.com/CarlosBolsonaro/status/1114498853112352769","2019-04-06 08:03:27 EDT"
"SF_Moro","""Faça a coisa certa, sempre"". Mensagens simples do que se deve fazer e não fazer no serviço público.","https://twitter.com/SF_Moro/status/1114498398927892481","2019-04-06 08:01:39 EDT"
"SF_Moro","Uma das primeiras coisas que fizemos no MJSP foi realizar uma campanha interna para reforçar práticas éticas entre os servidores.","https://twitter.com/SF_Moro/status/1114498037563441153","2019-04-06 08:00:13 EDT"
"CarlosBolsonaro","Nova Previdência: Forças Policiais e Militares merecem atenção na aposentadoria? Assista a explicação dos técnicos especialistas no assuntos, Arthur Weintraub e Bruno Bianco, sobre o assunto exposto. http://youtu.be/82cOghf4qNE","https://twitter.com/CarlosBolsonaro/status/1114494839079485443","2019-04-06 07:47:30 EDT"
